sample,shared_reads,total_reads_EBV,total_reads_HCMV,total_reads_HHV6B,total_reads_HHV7,total_reads_HSV1_KOS,total_reads_HSV2_StrainG,total_reads_KSHV,total_reads_VZV_Ellen,total_reads_combined_herpes_viruses,unique_to_EBV,unique_to_HCMV,unique_to_HHV6B,unique_to_HHV7,unique_to_HSV1_KOS,unique_to_HSV2_StrainG,unique_to_KSHV,unique_to_VZV_Ellen,unique_to_combined_herpes_viruses,virus_1,virus_2
SRR22753368,0,,1,,,,,,,83,,1,,,,,,,83,combined_herpes_viruses,HCMV
SRR22753368,0,,,,0,,,,,83,,,,0,,,,,83,combined_herpes_viruses,HHV7
SRR22753368,1,,,1,,,,,,83,,,0,,,,,,82,combined_herpes_viruses,HHV6B
SRR22753368,66,,,,,123,,,,83,,,,,57,,,,17,combined_herpes_viruses,HSV1_KOS
SRR22753368,0,,,,,,,,0,83,,,,,,,,0,83,combined_herpes_viruses,VZV_Ellen
SRR22753368,0,,,,,,3,,,83,,,,,,3,,,83,combined_herpes_viruses,HSV2_StrainG
SRR22753368,0,,1,,,,,4,,,,1,,,,,4,,,KSHV,HCMV
SRR22753368,0,,,,0,,,4,,,,,,0,,,4,,,KSHV,HHV7
SRR22753368,0,,,1,,,,4,,,,,1,,,,4,,,KSHV,HHV6B
SRR22753368,0,,,,,123,,4,,,,,,,123,,4,,,KSHV,HSV1_KOS
SRR22753368,0,,,,,,,4,0,,,,,,,,4,0,,KSHV,VZV_Ellen
SRR22753368,0,,,,,,3,4,,,,,,,,3,4,,,KSHV,HSV2_StrainG
SRR22753368,0,,1,,0,,,,,,,1,,0,,,,,,HCMV,HHV7
SRR22753368,0,,1,1,,,,,,,,1,1,,,,,,,HCMV,HHV6B
SRR22753368,0,,1,,,123,,,,,,1,,,123,,,,,HCMV,HSV1_KOS
SRR22753368,0,,1,,,,,,0,,,1,,,,,,0,,HCMV,VZV_Ellen
SRR22753368,0,,1,,,,3,,,,,1,,,,3,,,,HCMV,HSV2_StrainG
SRR22753368,0,,,1,0,,,,,,,,1,0,,,,,,HHV7,HHV6B
SRR22753368,0,,,,0,123,,,,,,,,0,123,,,,,HHV7,HSV1_KOS
SRR22753368,0,,,,0,,,,0,,,,,0,,,,0,,HHV7,VZV_Ellen
SRR22753368,0,,,,0,,3,,,,,,,0,,3,,,,HHV7,HSV2_StrainG
SRR22753368,0,,,1,,123,,,,,,,1,,123,,,,,HHV6B,HSV1_KOS
SRR22753368,0,,,1,,,,,0,,,,1,,,,,0,,HHV6B,VZV_Ellen
SRR22753368,0,,,1,,,3,,,,,,1,,,3,,,,HHV6B,HSV2_StrainG
SRR22753368,0,,,,,123,,,0,,,,,,123,,,0,,HSV1_KOS,VZV_Ellen
SRR22753368,0,,,,,123,3,,,,,,,,123,3,,,,HSV1_KOS,HSV2_StrainG
SRR22753368,0,,,,,,3,,0,,,,,,,3,,0,,VZV_Ellen,HSV2_StrainG
SRR22753368,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753368,83,,,,,,,,,83,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753368,4,,,,,,,4,,,,,,,,,0,,,KSHV,KSHV
SRR22753368,1,,1,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753368,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753368,1,,,1,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753368,123,,,,,123,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753368,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753368,3,,,,,,3,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753396,0,,0,,,,31,,,,,0,,,,31,,,,HSV2_StrainG,HCMV
SRR22753396,0,0,,,,,31,,,,0,,,,,31,,,,HSV2_StrainG,EBV
SRR22753396,0,,,,0,,31,,,,,,,0,,31,,,,HSV2_StrainG,HHV7
SRR22753396,0,,,,,,31,,0,,,,,,,31,,0,,HSV2_StrainG,VZV_Ellen
SRR22753396,0,,,,,38,31,,,,,,,,38,31,,,,HSV2_StrainG,HSV1_KOS
SRR22753396,0,,,,,,31,40,,,,,,,,31,40,,,HSV2_StrainG,KSHV
SRR22753396,0,,,0,,,31,,,,,,0,,,31,,,,HSV2_StrainG,HHV6B
SRR22753396,1,,,,,,31,,,27,,,,,,30,,,26,HSV2_StrainG,combined_herpes_viruses
SRR22753396,0,0,0,,,,,,,,0,0,,,,,,,,HCMV,EBV
SRR22753396,0,,0,,0,,,,,,,0,,0,,,,,,HCMV,HHV7
SRR22753396,0,,0,,,,,,0,,,0,,,,,,0,,HCMV,VZV_Ellen
SRR22753396,0,,0,,,38,,,,,,0,,,38,,,,,HCMV,HSV1_KOS
SRR22753396,0,,0,,,,,40,,,,0,,,,,40,,,HCMV,KSHV
SRR22753396,0,,0,0,,,,,,,,0,0,,,,,,,HCMV,HHV6B
SRR22753396,0,,0,,,,,,,27,,0,,,,,,,27,HCMV,combined_herpes_viruses
SRR22753396,0,0,,,0,,,,,,0,,,0,,,,,,EBV,HHV7
SRR22753396,0,0,,,,,,,0,,0,,,,,,,0,,EBV,VZV_Ellen
SRR22753396,0,0,,,,38,,,,,0,,,,38,,,,,EBV,HSV1_KOS
SRR22753396,0,0,,,,,,40,,,0,,,,,,40,,,EBV,KSHV
SRR22753396,0,0,,0,,,,,,,0,,0,,,,,,,EBV,HHV6B
SRR22753396,0,0,,,,,,,,27,0,,,,,,,,27,EBV,combined_herpes_viruses
SRR22753396,0,,,,0,,,,0,,,,,0,,,,0,,HHV7,VZV_Ellen
SRR22753396,0,,,,0,38,,,,,,,,0,38,,,,,HHV7,HSV1_KOS
SRR22753396,0,,,,0,,,40,,,,,,0,,,40,,,HHV7,KSHV
SRR22753396,0,,,0,0,,,,,,,,0,0,,,,,,HHV7,HHV6B
SRR22753396,0,,,,0,,,,,27,,,,0,,,,,27,HHV7,combined_herpes_viruses
SRR22753396,0,,,,,38,,,0,,,,,,38,,,0,,VZV_Ellen,HSV1_KOS
SRR22753396,0,,,,,,,40,0,,,,,,,,40,0,,VZV_Ellen,KSHV
SRR22753396,0,,,0,,,,,0,,,,0,,,,,0,,VZV_Ellen,HHV6B
SRR22753396,0,,,,,,,,0,27,,,,,,,,0,27,VZV_Ellen,combined_herpes_viruses
SRR22753396,0,,,,,38,,40,,,,,,,38,,40,,,HSV1_KOS,KSHV
SRR22753396,0,,,0,,38,,,,,,,0,,38,,,,,HSV1_KOS,HHV6B
SRR22753396,17,,,,,38,,,,27,,,,,21,,,,10,HSV1_KOS,combined_herpes_viruses
SRR22753396,0,,,0,,,,40,,,,,0,,,,40,,,KSHV,HHV6B
SRR22753396,5,,,,,,,40,,27,,,,,,,35,,22,KSHV,combined_herpes_viruses
SRR22753396,0,,,0,,,,,,27,,,0,,,,,,27,HHV6B,combined_herpes_viruses
SRR22753396,31,,,,,,31,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753396,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753396,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753396,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753396,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753396,38,,,,,38,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753396,40,,,,,,,40,,,,,,,,,0,,,KSHV,KSHV
SRR22753396,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753396,27,,,,,,,,,27,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753558,0,,0,,,,,3,,,,0,,,,,3,,,HCMV,KSHV
SRR22753558,0,,0,,,,,,,3,,0,,,,,,,3,HCMV,combined_herpes_viruses
SRR22753558,0,,0,,,3,,,,,,0,,,3,,,,,HCMV,HSV1_KOS
SRR22753558,0,,0,,,,6,,,,,0,,,,6,,,,HCMV,HSV2_StrainG
SRR22753558,0,0,0,,,,,,,,0,0,,,,,,,,HCMV,EBV
SRR22753558,0,,0,0,,,,,,,,0,0,,,,,,,HCMV,HHV6B
SRR22753558,0,,0,,,,,,0,,,0,,,,,,0,,HCMV,VZV_Ellen
SRR22753558,0,,0,,0,,,,,,,0,,0,,,,,,HCMV,HHV7
SRR22753558,1,,,,,,,3,,3,,,,,,,2,,2,KSHV,combined_herpes_viruses
SRR22753558,0,,,,,3,,3,,,,,,,3,,3,,,KSHV,HSV1_KOS
SRR22753558,0,,,,,,6,3,,,,,,,,6,3,,,KSHV,HSV2_StrainG
SRR22753558,0,0,,,,,,3,,,0,,,,,,3,,,KSHV,EBV
SRR22753558,0,,,0,,,,3,,,,,0,,,,3,,,KSHV,HHV6B
SRR22753558,0,,,,,,,3,0,,,,,,,,3,0,,KSHV,VZV_Ellen
SRR22753558,0,,,,0,,,3,,,,,,0,,,3,,,KSHV,HHV7
SRR22753558,1,,,,,3,,,,3,,,,,2,,,,2,combined_herpes_viruses,HSV1_KOS
SRR22753558,1,,,,,,6,,,3,,,,,,5,,,2,combined_herpes_viruses,HSV2_StrainG
SRR22753558,0,0,,,,,,,,3,0,,,,,,,,3,combined_herpes_viruses,EBV
SRR22753558,0,,,0,,,,,,3,,,0,,,,,,3,combined_herpes_viruses,HHV6B
SRR22753558,0,,,,,,,,0,3,,,,,,,,0,3,combined_herpes_viruses,VZV_Ellen
SRR22753558,0,,,,0,,,,,3,,,,0,,,,,3,combined_herpes_viruses,HHV7
SRR22753558,0,,,,,3,6,,,,,,,,3,6,,,,HSV1_KOS,HSV2_StrainG
SRR22753558,0,0,,,,3,,,,,0,,,,3,,,,,HSV1_KOS,EBV
SRR22753558,0,,,0,,3,,,,,,,0,,3,,,,,HSV1_KOS,HHV6B
SRR22753558,0,,,,,3,,,0,,,,,,3,,,0,,HSV1_KOS,VZV_Ellen
SRR22753558,0,,,,0,3,,,,,,,,0,3,,,,,HSV1_KOS,HHV7
SRR22753558,0,0,,,,,6,,,,0,,,,,6,,,,HSV2_StrainG,EBV
SRR22753558,0,,,0,,,6,,,,,,0,,,6,,,,HSV2_StrainG,HHV6B
SRR22753558,0,,,,,,6,,0,,,,,,,6,,0,,HSV2_StrainG,VZV_Ellen
SRR22753558,0,,,,0,,6,,,,,,,0,,6,,,,HSV2_StrainG,HHV7
SRR22753558,0,0,,0,,,,,,,0,,0,,,,,,,EBV,HHV6B
SRR22753558,0,0,,,,,,,0,,0,,,,,,,0,,EBV,VZV_Ellen
SRR22753558,0,0,,,0,,,,,,0,,,0,,,,,,EBV,HHV7
SRR22753558,0,,,0,,,,,0,,,,0,,,,,0,,HHV6B,VZV_Ellen
SRR22753558,0,,,0,0,,,,,,,,0,0,,,,,,HHV6B,HHV7
SRR22753558,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753558,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753558,3,,,,,,,3,,,,,,,,,0,,,KSHV,KSHV
SRR22753558,3,,,,,,,,,3,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753558,3,,,,,3,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753558,6,,,,,,6,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753558,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753558,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753558,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753558,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753512,0,,0,,,,,,,7,,0,,,,,,,7,combined_herpes_viruses,HCMV
SRR22753512,0,,,,0,,,,,7,,,,0,,,,,7,combined_herpes_viruses,HHV7
SRR22753512,1,,,,,,,4,,7,,,,,,,3,,6,combined_herpes_viruses,KSHV
SRR22753512,5,,,,,10,,,,7,,,,,5,,,,2,combined_herpes_viruses,HSV1_KOS
SRR22753512,0,,,,,,,,0,7,,,,,,,,0,7,combined_herpes_viruses,VZV_Ellen
SRR22753512,0,0,,,,,,,,7,0,,,,,,,,7,combined_herpes_viruses,EBV
SRR22753512,1,,,,,,2,,,7,,,,,,1,,,6,combined_herpes_viruses,HSV2_StrainG
SRR22753512,0,,,0,,,,,,7,,,0,,,,,,7,combined_herpes_viruses,HHV6B
SRR22753512,0,,0,,0,,,,,,,0,,0,,,,,,HCMV,HHV7
SRR22753512,0,,0,,,,,4,,,,0,,,,,4,,,HCMV,KSHV
SRR22753512,0,,0,,,10,,,,,,0,,,10,,,,,HCMV,HSV1_KOS
SRR22753512,0,,0,,,,,,0,,,0,,,,,,0,,HCMV,VZV_Ellen
SRR22753512,0,0,0,,,,,,,,0,0,,,,,,,,HCMV,EBV
SRR22753512,0,,0,,,,2,,,,,0,,,,2,,,,HCMV,HSV2_StrainG
SRR22753512,0,,0,0,,,,,,,,0,0,,,,,,,HCMV,HHV6B
SRR22753512,0,,,,0,,,4,,,,,,0,,,4,,,HHV7,KSHV
SRR22753512,0,,,,0,10,,,,,,,,0,10,,,,,HHV7,HSV1_KOS
SRR22753512,0,,,,0,,,,0,,,,,0,,,,0,,HHV7,VZV_Ellen
SRR22753512,0,0,,,0,,,,,,0,,,0,,,,,,HHV7,EBV
SRR22753512,0,,,,0,,2,,,,,,,0,,2,,,,HHV7,HSV2_StrainG
SRR22753512,0,,,0,0,,,,,,,,0,0,,,,,,HHV7,HHV6B
SRR22753512,0,,,,,10,,4,,,,,,,10,,4,,,KSHV,HSV1_KOS
SRR22753512,0,,,,,,,4,0,,,,,,,,4,0,,KSHV,VZV_Ellen
SRR22753512,0,0,,,,,,4,,,0,,,,,,4,,,KSHV,EBV
SRR22753512,0,,,,,,2,4,,,,,,,,2,4,,,KSHV,HSV2_StrainG
SRR22753512,0,,,0,,,,4,,,,,0,,,,4,,,KSHV,HHV6B
SRR22753512,0,,,,,10,,,0,,,,,,10,,,0,,HSV1_KOS,VZV_Ellen
SRR22753512,0,0,,,,10,,,,,0,,,,10,,,,,HSV1_KOS,EBV
SRR22753512,0,,,,,10,2,,,,,,,,10,2,,,,HSV1_KOS,HSV2_StrainG
SRR22753512,0,,,0,,10,,,,,,,0,,10,,,,,HSV1_KOS,HHV6B
SRR22753512,0,0,,,,,,,0,,0,,,,,,,0,,VZV_Ellen,EBV
SRR22753512,0,,,,,,2,,0,,,,,,,2,,0,,VZV_Ellen,HSV2_StrainG
SRR22753512,0,,,0,,,,,0,,,,0,,,,,0,,VZV_Ellen,HHV6B
SRR22753512,0,0,,,,,2,,,,0,,,,,2,,,,EBV,HSV2_StrainG
SRR22753512,0,0,,0,,,,,,,0,,0,,,,,,,EBV,HHV6B
SRR22753512,0,,,0,,,2,,,,,,0,,,2,,,,HSV2_StrainG,HHV6B
SRR22753512,7,,,,,,,,,7,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753512,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753512,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753512,4,,,,,,,4,,,,,,,,,0,,,KSHV,KSHV
SRR22753512,10,,,,,10,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753512,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753512,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753512,2,,,,,,2,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753512,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753569,0,,,,0,14,,,,,,,,0,14,,,,,HSV1_KOS,HHV7
SRR22753569,0,,,,,14,,8,,,,,,,14,,8,,,HSV1_KOS,KSHV
SRR22753569,0,,,0,,14,,,,,,,0,,14,,,,,HSV1_KOS,HHV6B
SRR22753569,0,0,,,,14,,,,,0,,,,14,,,,,HSV1_KOS,EBV
SRR22753569,0,,0,,,14,,,,,,0,,,14,,,,,HSV1_KOS,HCMV
SRR22753569,0,,,,,14,,,0,,,,,,14,,,0,,HSV1_KOS,VZV_Ellen
SRR22753569,0,,,,,14,4,,,,,,,,14,4,,,,HSV1_KOS,HSV2_StrainG
SRR22753569,7,,,,,14,,,,14,,,,,7,,,,7,HSV1_KOS,combined_herpes_viruses
SRR22753569,0,,,,0,,,8,,,,,,0,,,8,,,HHV7,KSHV
SRR22753569,0,,,0,0,,,,,,,,0,0,,,,,,HHV7,HHV6B
SRR22753569,0,0,,,0,,,,,,0,,,0,,,,,,HHV7,EBV
SRR22753569,0,,0,,0,,,,,,,0,,0,,,,,,HHV7,HCMV
SRR22753569,0,,,,0,,,,0,,,,,0,,,,0,,HHV7,VZV_Ellen
SRR22753569,0,,,,0,,4,,,,,,,0,,4,,,,HHV7,HSV2_StrainG
SRR22753569,0,,,,0,,,,,14,,,,0,,,,,14,HHV7,combined_herpes_viruses
SRR22753569,0,,,0,,,,8,,,,,0,,,,8,,,KSHV,HHV6B
SRR22753569,0,0,,,,,,8,,,0,,,,,,8,,,KSHV,EBV
SRR22753569,0,,0,,,,,8,,,,0,,,,,8,,,KSHV,HCMV
SRR22753569,0,,,,,,,8,0,,,,,,,,8,0,,KSHV,VZV_Ellen
SRR22753569,0,,,,,,4,8,,,,,,,,4,8,,,KSHV,HSV2_StrainG
SRR22753569,3,,,,,,,8,,14,,,,,,,5,,11,KSHV,combined_herpes_viruses
SRR22753569,0,0,,0,,,,,,,0,,0,,,,,,,HHV6B,EBV
SRR22753569,0,,0,0,,,,,,,,0,0,,,,,,,HHV6B,HCMV
SRR22753569,0,,,0,,,,,0,,,,0,,,,,0,,HHV6B,VZV_Ellen
SRR22753569,0,,,0,,,4,,,,,,0,,,4,,,,HHV6B,HSV2_StrainG
SRR22753569,0,,,0,,,,,,14,,,0,,,,,,14,HHV6B,combined_herpes_viruses
SRR22753569,0,0,0,,,,,,,,0,0,,,,,,,,EBV,HCMV
SRR22753569,0,0,,,,,,,0,,0,,,,,,,0,,EBV,VZV_Ellen
SRR22753569,0,0,,,,,4,,,,0,,,,,4,,,,EBV,HSV2_StrainG
SRR22753569,0,0,,,,,,,,14,0,,,,,,,,14,EBV,combined_herpes_viruses
SRR22753569,0,,0,,,,,,0,,,0,,,,,,0,,HCMV,VZV_Ellen
SRR22753569,0,,0,,,,4,,,,,0,,,,4,,,,HCMV,HSV2_StrainG
SRR22753569,0,,0,,,,,,,14,,0,,,,,,,14,HCMV,combined_herpes_viruses
SRR22753569,0,,,,,,4,,0,,,,,,,4,,0,,VZV_Ellen,HSV2_StrainG
SRR22753569,0,,,,,,,,0,14,,,,,,,,0,14,VZV_Ellen,combined_herpes_viruses
SRR22753569,0,,,,,,4,,,14,,,,,,4,,,14,HSV2_StrainG,combined_herpes_viruses
SRR22753569,14,,,,,14,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753569,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753569,8,,,,,,,8,,,,,,,,,0,,,KSHV,KSHV
SRR22753569,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753569,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753569,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753569,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753569,4,,,,,,4,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753569,14,,,,,,,,,14,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753422,0,,,,,28,,,0,,,,,,28,,,0,,HSV1_KOS,VZV_Ellen
SRR22753422,0,,,,,28,8,,,,,,,,28,8,,,,HSV1_KOS,HSV2_StrainG
SRR22753422,12,,,,,28,,,,22,,,,,16,,,,10,HSV1_KOS,combined_herpes_viruses
SRR22753422,0,,,,,28,,10,,,,,,,28,,10,,,HSV1_KOS,KSHV
SRR22753422,0,,,1,,28,,,,,,,1,,28,,,,,HSV1_KOS,HHV6B
SRR22753422,0,,0,,,28,,,,,,0,,,28,,,,,HSV1_KOS,HCMV
SRR22753422,0,0,,,,28,,,,,0,,,,28,,,,,HSV1_KOS,EBV
SRR22753422,0,,,,0,28,,,,,,,,0,28,,,,,HSV1_KOS,HHV7
SRR22753422,0,,,,,,8,,0,,,,,,,8,,0,,VZV_Ellen,HSV2_StrainG
SRR22753422,0,,,,,,,,0,22,,,,,,,,0,22,VZV_Ellen,combined_herpes_viruses
SRR22753422,0,,,,,,,10,0,,,,,,,,10,0,,VZV_Ellen,KSHV
SRR22753422,0,,,1,,,,,0,,,,1,,,,,0,,VZV_Ellen,HHV6B
SRR22753422,0,,0,,,,,,0,,,0,,,,,,0,,VZV_Ellen,HCMV
SRR22753422,0,0,,,,,,,0,,0,,,,,,,0,,VZV_Ellen,EBV
SRR22753422,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753422,0,,,,,,8,,,22,,,,,,8,,,22,HSV2_StrainG,combined_herpes_viruses
SRR22753422,0,,,,,,8,10,,,,,,,,8,10,,,HSV2_StrainG,KSHV
SRR22753422,0,,,1,,,8,,,,,,1,,,8,,,,HSV2_StrainG,HHV6B
SRR22753422,0,,0,,,,8,,,,,0,,,,8,,,,HSV2_StrainG,HCMV
SRR22753422,0,0,,,,,8,,,,0,,,,,8,,,,HSV2_StrainG,EBV
SRR22753422,0,,,,0,,8,,,,,,,0,,8,,,,HSV2_StrainG,HHV7
SRR22753422,3,,,,,,,10,,22,,,,,,,7,,19,combined_herpes_viruses,KSHV
SRR22753422,0,,,1,,,,,,22,,,1,,,,,,22,combined_herpes_viruses,HHV6B
SRR22753422,0,,0,,,,,,,22,,0,,,,,,,22,combined_herpes_viruses,HCMV
SRR22753422,0,0,,,,,,,,22,0,,,,,,,,22,combined_herpes_viruses,EBV
SRR22753422,0,,,,0,,,,,22,,,,0,,,,,22,combined_herpes_viruses,HHV7
SRR22753422,1,,,1,,,,10,,,,,0,,,,9,,,KSHV,HHV6B
SRR22753422,0,,0,,,,,10,,,,0,,,,,10,,,KSHV,HCMV
SRR22753422,0,0,,,,,,10,,,0,,,,,,10,,,KSHV,EBV
SRR22753422,0,,,,0,,,10,,,,,,0,,,10,,,KSHV,HHV7
SRR22753422,0,,0,1,,,,,,,,0,1,,,,,,,HHV6B,HCMV
SRR22753422,0,0,,1,,,,,,,0,,1,,,,,,,HHV6B,EBV
SRR22753422,0,,,1,0,,,,,,,,1,0,,,,,,HHV6B,HHV7
SRR22753422,0,0,0,,,,,,,,0,0,,,,,,,,HCMV,EBV
SRR22753422,0,,0,,0,,,,,,,0,,0,,,,,,HCMV,HHV7
SRR22753422,0,0,,,0,,,,,,0,,,0,,,,,,EBV,HHV7
SRR22753422,28,,,,,28,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753422,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753422,8,,,,,,8,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753422,22,,,,,,,,,22,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753422,10,,,,,,,10,,,,,,,,,0,,,KSHV,KSHV
SRR22753422,1,,,1,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753422,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753422,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753422,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753373,0,,,,,,3,,0,,,,,,,3,,0,,HSV2_StrainG,VZV_Ellen
SRR22753373,0,0,,,,,3,,,,0,,,,,3,,,,HSV2_StrainG,EBV
SRR22753373,0,,,,,5,3,,,,,,,,5,3,,,,HSV2_StrainG,HSV1_KOS
SRR22753373,0,,,0,,,3,,,,,,0,,,3,,,,HSV2_StrainG,HHV6B
SRR22753373,0,,,,0,,3,,,,,,,0,,3,,,,HSV2_StrainG,HHV7
SRR22753373,0,,,,,,3,,,3,,,,,,3,,,3,HSV2_StrainG,combined_herpes_viruses
SRR22753373,0,,,,,,3,1,,,,,,,,3,1,,,HSV2_StrainG,KSHV
SRR22753373,0,,0,,,,3,,,,,0,,,,3,,,,HSV2_StrainG,HCMV
SRR22753373,0,0,,,,,,,0,,0,,,,,,,0,,VZV_Ellen,EBV
SRR22753373,0,,,,,5,,,0,,,,,,5,,,0,,VZV_Ellen,HSV1_KOS
SRR22753373,0,,,0,,,,,0,,,,0,,,,,0,,VZV_Ellen,HHV6B
SRR22753373,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753373,0,,,,,,,,0,3,,,,,,,,0,3,VZV_Ellen,combined_herpes_viruses
SRR22753373,0,,,,,,,1,0,,,,,,,,1,0,,VZV_Ellen,KSHV
SRR22753373,0,,0,,,,,,0,,,0,,,,,,0,,VZV_Ellen,HCMV
SRR22753373,0,0,,,,5,,,,,0,,,,5,,,,,EBV,HSV1_KOS
SRR22753373,0,0,,0,,,,,,,0,,0,,,,,,,EBV,HHV6B
SRR22753373,0,0,,,0,,,,,,0,,,0,,,,,,EBV,HHV7
SRR22753373,0,0,,,,,,,,3,0,,,,,,,,3,EBV,combined_herpes_viruses
SRR22753373,0,0,,,,,,1,,,0,,,,,,1,,,EBV,KSHV
SRR22753373,0,0,0,,,,,,,,0,0,,,,,,,,EBV,HCMV
SRR22753373,0,,,0,,5,,,,,,,0,,5,,,,,HSV1_KOS,HHV6B
SRR22753373,0,,,,0,5,,,,,,,,0,5,,,,,HSV1_KOS,HHV7
SRR22753373,2,,,,,5,,,,3,,,,,3,,,,1,HSV1_KOS,combined_herpes_viruses
SRR22753373,0,,,,,5,,1,,,,,,,5,,1,,,HSV1_KOS,KSHV
SRR22753373,0,,0,,,5,,,,,,0,,,5,,,,,HSV1_KOS,HCMV
SRR22753373,0,,,0,0,,,,,,,,0,0,,,,,,HHV6B,HHV7
SRR22753373,0,,,0,,,,,,3,,,0,,,,,,3,HHV6B,combined_herpes_viruses
SRR22753373,0,,,0,,,,1,,,,,0,,,,1,,,HHV6B,KSHV
SRR22753373,0,,0,0,,,,,,,,0,0,,,,,,,HHV6B,HCMV
SRR22753373,0,,,,0,,,,,3,,,,0,,,,,3,HHV7,combined_herpes_viruses
SRR22753373,0,,,,0,,,1,,,,,,0,,,1,,,HHV7,KSHV
SRR22753373,0,,0,,0,,,,,,,0,,0,,,,,,HHV7,HCMV
SRR22753373,0,,,,,,,1,,3,,,,,,,1,,3,combined_herpes_viruses,KSHV
SRR22753373,0,,0,,,,,,,3,,0,,,,,,,3,combined_herpes_viruses,HCMV
SRR22753373,0,,0,,,,,1,,,,0,,,,,1,,,KSHV,HCMV
SRR22753373,3,,,,,,3,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753373,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753373,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753373,5,,,,,5,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753373,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753373,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753373,3,,,,,,,,,3,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753373,1,,,,,,,1,,,,,,,,,0,,,KSHV,KSHV
SRR22753373,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
