sample,shared_reads,total_reads_EBV,total_reads_HCMV,total_reads_HHV6B,total_reads_HHV7,total_reads_HSV1_KOS,total_reads_HSV2_StrainG,total_reads_KSHV,total_reads_VZV_Ellen,total_reads_combined_herpes_viruses,unique_to_EBV,unique_to_HCMV,unique_to_HHV6B,unique_to_HHV7,unique_to_HSV1_KOS,unique_to_HSV2_StrainG,unique_to_KSHV,unique_to_VZV_Ellen,unique_to_combined_herpes_viruses,virus_1,virus_2
SRR22753497,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753497,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753497,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753497,10,,,,,,,,,10,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753497,13,,,,,,,13,,,,,,,,,0,,,KSHV,KSHV
SRR22753497,2,,,2,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753497,8,,,,,8,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753497,7,,,,,,7,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753497,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753424,0,,,0,,,1,,,,,,0,,,1,,,,HSV2_StrainG,HHV6B
SRR22753424,0,,0,,,,1,,,,,0,,,,1,,,,HSV2_StrainG,HCMV
SRR22753424,0,,,,,10,1,,,,,,,,10,1,,,,HSV2_StrainG,HSV1_KOS
SRR22753424,0,,,,,,1,,0,,,,,,,1,,0,,HSV2_StrainG,VZV_Ellen
SRR22753424,0,,,,,,1,2,,,,,,,,1,2,,,HSV2_StrainG,KSHV
SRR22753424,0,,,,0,,1,,,,,,,0,,1,,,,HSV2_StrainG,HHV7
SRR22753424,0,0,,,,,1,,,,0,,,,,1,,,,HSV2_StrainG,EBV
SRR22753424,0,,,,,,1,,,5,,,,,,1,,,5,HSV2_StrainG,combined_herpes_viruses
SRR22753424,0,,0,0,,,,,,,,0,0,,,,,,,HHV6B,HCMV
SRR22753424,0,,,0,,10,,,,,,,0,,10,,,,,HHV6B,HSV1_KOS
SRR22753424,0,,,0,,,,,0,,,,0,,,,,0,,HHV6B,VZV_Ellen
SRR22753424,0,,,0,,,,2,,,,,0,,,,2,,,HHV6B,KSHV
SRR22753424,0,,,0,0,,,,,,,,0,0,,,,,,HHV6B,HHV7
SRR22753424,0,0,,0,,,,,,,0,,0,,,,,,,HHV6B,EBV
SRR22753424,0,,,0,,,,,,5,,,0,,,,,,5,HHV6B,combined_herpes_viruses
SRR22753424,0,,0,,,10,,,,,,0,,,10,,,,,HCMV,HSV1_KOS
SRR22753424,0,,0,,,,,,0,,,0,,,,,,0,,HCMV,VZV_Ellen
SRR22753424,0,,0,,,,,2,,,,0,,,,,2,,,HCMV,KSHV
SRR22753424,0,,0,,0,,,,,,,0,,0,,,,,,HCMV,HHV7
SRR22753424,0,0,0,,,,,,,,0,0,,,,,,,,HCMV,EBV
SRR22753424,0,,0,,,,,,,5,,0,,,,,,,5,HCMV,combined_herpes_viruses
SRR22753424,0,,,,,10,,,0,,,,,,10,,,0,,HSV1_KOS,VZV_Ellen
SRR22753424,0,,,,,10,,2,,,,,,,10,,2,,,HSV1_KOS,KSHV
SRR22753424,0,,,,0,10,,,,,,,,0,10,,,,,HSV1_KOS,HHV7
SRR22753424,0,0,,,,10,,,,,0,,,,10,,,,,HSV1_KOS,EBV
SRR22753424,4,,,,,10,,,,5,,,,,6,,,,1,HSV1_KOS,combined_herpes_viruses
SRR22753424,0,,,,,,,2,0,,,,,,,,2,0,,VZV_Ellen,KSHV
SRR22753424,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753424,0,0,,,,,,,0,,0,,,,,,,0,,VZV_Ellen,EBV
SRR22753424,0,,,,,,,,0,5,,,,,,,,0,5,VZV_Ellen,combined_herpes_viruses
SRR22753424,0,,,,0,,,2,,,,,,0,,,2,,,KSHV,HHV7
SRR22753424,0,0,,,,,,2,,,0,,,,,,2,,,KSHV,EBV
SRR22753424,0,,,,,,,2,,5,,,,,,,2,,5,KSHV,combined_herpes_viruses
SRR22753424,0,0,,,0,,,,,,0,,,0,,,,,,HHV7,EBV
SRR22753424,0,,,,0,,,,,5,,,,0,,,,,5,HHV7,combined_herpes_viruses
SRR22753424,0,0,,,,,,,,5,0,,,,,,,,5,EBV,combined_herpes_viruses
SRR22753424,1,,,,,,1,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753424,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753424,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753424,10,,,,,10,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753424,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753424,2,,,,,,,2,,,,,,,,,0,,,KSHV,KSHV
SRR22753424,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753424,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753424,5,,,,,,,,,5,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753457,0,0,0,,,,,,,,0,0,,,,,,,,HCMV,EBV
SRR22753457,0,,0,,,,,7,,,,0,,,,,7,,,HCMV,KSHV
SRR22753457,0,,0,,,,,,,130,,0,,,,,,,130,HCMV,combined_herpes_viruses
SRR22753457,0,,0,,,,1,,,,,0,,,,1,,,,HCMV,HSV2_StrainG
SRR22753457,0,,0,,,153,,,,,,0,,,153,,,,,HCMV,HSV1_KOS
SRR22753457,0,,0,2,,,,,,,,0,2,,,,,,,HCMV,HHV6B
SRR22753457,0,,0,,,,,,0,,,0,,,,,,0,,HCMV,VZV_Ellen
SRR22753457,0,,0,,0,,,,,,,0,,0,,,,,,HCMV,HHV7
SRR22753457,0,0,,,,,,7,,,0,,,,,,7,,,EBV,KSHV
SRR22753457,0,0,,,,,,,,130,0,,,,,,,,130,EBV,combined_herpes_viruses
SRR22753457,0,0,,,,,1,,,,0,,,,,1,,,,EBV,HSV2_StrainG
SRR22753457,0,0,,,,153,,,,,0,,,,153,,,,,EBV,HSV1_KOS
SRR22753457,0,0,,2,,,,,,,0,,2,,,,,,,EBV,HHV6B
SRR22753457,0,0,,,,,,,0,,0,,,,,,,0,,EBV,VZV_Ellen
SRR22753457,0,0,,,0,,,,,,0,,,0,,,,,,EBV,HHV7
SRR22753457,1,,,,,,,7,,130,,,,,,,6,,129,KSHV,combined_herpes_viruses
SRR22753457,0,,,,,,1,7,,,,,,,,1,7,,,KSHV,HSV2_StrainG
SRR22753457,0,,,,,153,,7,,,,,,,153,,7,,,KSHV,HSV1_KOS
SRR22753457,0,,,2,,,,7,,,,,2,,,,7,,,KSHV,HHV6B
SRR22753457,0,,,,,,,7,0,,,,,,,,7,0,,KSHV,VZV_Ellen
SRR22753457,0,,,,0,,,7,,,,,,0,,,7,,,KSHV,HHV7
SRR22753457,0,,,,,,1,,,130,,,,,,1,,,130,combined_herpes_viruses,HSV2_StrainG
SRR22753457,104,,,,,153,,,,130,,,,,49,,,,26,combined_herpes_viruses,HSV1_KOS
SRR22753457,0,,,2,,,,,,130,,,2,,,,,,130,combined_herpes_viruses,HHV6B
SRR22753457,0,,,,,,,,0,130,,,,,,,,0,130,combined_herpes_viruses,VZV_Ellen
SRR22753457,0,,,,0,,,,,130,,,,0,,,,,130,combined_herpes_viruses,HHV7
SRR22753457,0,,,,,153,1,,,,,,,,153,1,,,,HSV2_StrainG,HSV1_KOS
SRR22753457,0,,,2,,,1,,,,,,2,,,1,,,,HSV2_StrainG,HHV6B
SRR22753457,0,,,,,,1,,0,,,,,,,1,,0,,HSV2_StrainG,VZV_Ellen
SRR22753457,0,,,,0,,1,,,,,,,0,,1,,,,HSV2_StrainG,HHV7
SRR22753457,0,,,2,,153,,,,,,,2,,153,,,,,HSV1_KOS,HHV6B
SRR22753457,0,,,,,153,,,0,,,,,,153,,,0,,HSV1_KOS,VZV_Ellen
SRR22753457,0,,,,0,153,,,,,,,,0,153,,,,,HSV1_KOS,HHV7
SRR22753457,0,,,2,,,,,0,,,,2,,,,,0,,HHV6B,VZV_Ellen
SRR22753457,0,,,2,0,,,,,,,,2,0,,,,,,HHV6B,HHV7
SRR22753457,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753457,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753457,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753457,7,,,,,,,7,,,,,,,,,0,,,KSHV,KSHV
SRR22753457,130,,,,,,,,,130,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753457,1,,,,,,1,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753457,153,,,,,153,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753457,2,,,2,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753457,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753457,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753552,0,,0,,,2,,,,,,0,,,2,,,,,HSV1_KOS,HCMV
SRR22753552,0,,,,,2,,7,,,,,,,2,,7,,,HSV1_KOS,KSHV
SRR22753552,0,0,,,,2,,,,,0,,,,2,,,,,HSV1_KOS,EBV
SRR22753552,0,,,,,2,7,,,,,,,,2,7,,,,HSV1_KOS,HSV2_StrainG
SRR22753552,0,,,0,,2,,,,,,,0,,2,,,,,HSV1_KOS,HHV6B
SRR22753552,0,,,,0,2,,,,,,,,0,2,,,,,HSV1_KOS,HHV7
SRR22753552,0,,,,,2,,,0,,,,,,2,,,0,,HSV1_KOS,VZV_Ellen
SRR22753552,0,,,,,2,,,,1,,,,,2,,,,1,HSV1_KOS,combined_herpes_viruses
SRR22753552,0,,0,,,,,7,,,,0,,,,,7,,,HCMV,KSHV
SRR22753552,0,0,0,,,,,,,,0,0,,,,,,,,HCMV,EBV
SRR22753552,0,,0,,,,7,,,,,0,,,,7,,,,HCMV,HSV2_StrainG
SRR22753552,0,,0,0,,,,,,,,0,0,,,,,,,HCMV,HHV6B
SRR22753552,0,,0,,0,,,,,,,0,,0,,,,,,HCMV,HHV7
SRR22753552,0,,0,,,,,,0,,,0,,,,,,0,,HCMV,VZV_Ellen
SRR22753552,0,,0,,,,,,,1,,0,,,,,,,1,HCMV,combined_herpes_viruses
SRR22753552,0,0,,,,,,7,,,0,,,,,,7,,,KSHV,EBV
SRR22753552,0,,,,,,7,7,,,,,,,,7,7,,,KSHV,HSV2_StrainG
SRR22753552,0,,,0,,,,7,,,,,0,,,,7,,,KSHV,HHV6B
SRR22753552,0,,,,0,,,7,,,,,,0,,,7,,,KSHV,HHV7
SRR22753552,0,,,,,,,7,0,,,,,,,,7,0,,KSHV,VZV_Ellen
SRR22753552,0,,,,,,,7,,1,,,,,,,7,,1,KSHV,combined_herpes_viruses
SRR22753552,0,0,,,,,7,,,,0,,,,,7,,,,EBV,HSV2_StrainG
SRR22753552,0,0,,0,,,,,,,0,,0,,,,,,,EBV,HHV6B
SRR22753552,0,0,,,0,,,,,,0,,,0,,,,,,EBV,HHV7
SRR22753552,0,0,,,,,,,0,,0,,,,,,,0,,EBV,VZV_Ellen
SRR22753552,0,0,,,,,,,,1,0,,,,,,,,1,EBV,combined_herpes_viruses
SRR22753552,0,,,0,,,7,,,,,,0,,,7,,,,HSV2_StrainG,HHV6B
SRR22753552,0,,,,0,,7,,,,,,,0,,7,,,,HSV2_StrainG,HHV7
SRR22753552,0,,,,,,7,,0,,,,,,,7,,0,,HSV2_StrainG,VZV_Ellen
SRR22753552,0,,,,,,7,,,1,,,,,,7,,,1,HSV2_StrainG,combined_herpes_viruses
SRR22753552,0,,,0,0,,,,,,,,0,0,,,,,,HHV6B,HHV7
SRR22753552,0,,,0,,,,,0,,,,0,,,,,0,,HHV6B,VZV_Ellen
SRR22753552,0,,,0,,,,,,1,,,0,,,,,,1,HHV6B,combined_herpes_viruses
SRR22753552,0,,,,0,,,,0,,,,,0,,,,0,,HHV7,VZV_Ellen
SRR22753552,0,,,,0,,,,,1,,,,0,,,,,1,HHV7,combined_herpes_viruses
SRR22753552,0,,,,,,,,0,1,,,,,,,,0,1,VZV_Ellen,combined_herpes_viruses
SRR22753552,2,,,,,2,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753552,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753552,7,,,,,,,7,,,,,,,,,0,,,KSHV,KSHV
SRR22753552,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753552,7,,,,,,7,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753552,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753552,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753552,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753552,1,,,,,,,,,1,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753453,0,,,,0,13,,,,,,,,0,13,,,,,HHV7,HSV1_KOS
SRR22753453,0,0,,,0,,,,,,0,,,0,,,,,,HHV7,EBV
SRR22753453,0,,,,0,,,,0,,,,,0,,,,0,,HHV7,VZV_Ellen
SRR22753453,0,,0,,0,,,,,,,0,,0,,,,,,HHV7,HCMV
SRR22753453,0,,,,0,,,,,7,,,,0,,,,,7,HHV7,combined_herpes_viruses
SRR22753453,0,,,,0,,,6,,,,,,0,,,6,,,HHV7,KSHV
SRR22753453,0,,,0,0,,,,,,,,0,0,,,,,,HHV7,HHV6B
SRR22753453,0,,,,0,,2,,,,,,,0,,2,,,,HHV7,HSV2_StrainG
SRR22753453,0,0,,,,13,,,,,0,,,,13,,,,,HSV1_KOS,EBV
SRR22753453,0,,,,,13,,,0,,,,,,13,,,0,,HSV1_KOS,VZV_Ellen
SRR22753453,0,,0,,,13,,,,,,0,,,13,,,,,HSV1_KOS,HCMV
SRR22753453,3,,,,,13,,,,7,,,,,10,,,,4,HSV1_KOS,combined_herpes_viruses
SRR22753453,0,,,,,13,,6,,,,,,,13,,6,,,HSV1_KOS,KSHV
SRR22753453,0,,,0,,13,,,,,,,0,,13,,,,,HSV1_KOS,HHV6B
SRR22753453,0,,,,,13,2,,,,,,,,13,2,,,,HSV1_KOS,HSV2_StrainG
SRR22753453,0,0,,,,,,,0,,0,,,,,,,0,,EBV,VZV_Ellen
SRR22753453,0,0,0,,,,,,,,0,0,,,,,,,,EBV,HCMV
SRR22753453,0,0,,,,,,,,7,0,,,,,,,,7,EBV,combined_herpes_viruses
SRR22753453,0,0,,,,,,6,,,0,,,,,,6,,,EBV,KSHV
SRR22753453,0,0,,0,,,,,,,0,,0,,,,,,,EBV,HHV6B
SRR22753453,0,0,,,,,2,,,,0,,,,,2,,,,EBV,HSV2_StrainG
SRR22753453,0,,0,,,,,,0,,,0,,,,,,0,,VZV_Ellen,HCMV
SRR22753453,0,,,,,,,,0,7,,,,,,,,0,7,VZV_Ellen,combined_herpes_viruses
SRR22753453,0,,,,,,,6,0,,,,,,,,6,0,,VZV_Ellen,KSHV
SRR22753453,0,,,0,,,,,0,,,,0,,,,,0,,VZV_Ellen,HHV6B
SRR22753453,0,,,,,,2,,0,,,,,,,2,,0,,VZV_Ellen,HSV2_StrainG
SRR22753453,0,,0,,,,,,,7,,0,,,,,,,7,HCMV,combined_herpes_viruses
SRR22753453,0,,0,,,,,6,,,,0,,,,,6,,,HCMV,KSHV
SRR22753453,0,,0,0,,,,,,,,0,0,,,,,,,HCMV,HHV6B
SRR22753453,0,,0,,,,2,,,,,0,,,,2,,,,HCMV,HSV2_StrainG
SRR22753453,1,,,,,,,6,,7,,,,,,,5,,6,combined_herpes_viruses,KSHV
SRR22753453,0,,,0,,,,,,7,,,0,,,,,,7,combined_herpes_viruses,HHV6B
SRR22753453,0,,,,,,2,,,7,,,,,,2,,,7,combined_herpes_viruses,HSV2_StrainG
SRR22753453,0,,,0,,,,6,,,,,0,,,,6,,,KSHV,HHV6B
SRR22753453,0,,,,,,2,6,,,,,,,,2,6,,,KSHV,HSV2_StrainG
SRR22753453,0,,,0,,,2,,,,,,0,,,2,,,,HHV6B,HSV2_StrainG
SRR22753453,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753453,13,,,,,13,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753453,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753453,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753453,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753453,7,,,,,,,,,7,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753453,6,,,,,,,6,,,,,,,,,0,,,KSHV,KSHV
SRR22753453,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753453,2,,,,,,2,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753468,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753468,0,,,,,300,,,0,,,,,,300,,,0,,VZV_Ellen,HSV1_KOS
SRR22753468,0,6,,,,,,,0,,6,,,,,,,0,,VZV_Ellen,EBV
SRR22753468,0,,,1,,,,,0,,,,1,,,,,0,,VZV_Ellen,HHV6B
SRR22753468,0,,,,,,,1,0,,,,,,,,1,0,,VZV_Ellen,KSHV
SRR22753468,0,,,,,,,,0,228,,,,,,,,0,228,VZV_Ellen,combined_herpes_viruses
SRR22753468,0,,,,,,0,,0,,,,,,,0,,0,,VZV_Ellen,HSV2_StrainG
SRR22753468,0,,0,,,,,,0,,,0,,,,,,0,,VZV_Ellen,HCMV
SRR22753468,0,,,,0,300,,,,,,,,0,300,,,,,HHV7,HSV1_KOS
SRR22753468,0,6,,,0,,,,,,6,,,0,,,,,,HHV7,EBV
SRR22753468,0,,,1,0,,,,,,,,1,0,,,,,,HHV7,HHV6B
SRR22753468,0,,,,0,,,1,,,,,,0,,,1,,,HHV7,KSHV
SRR22753468,0,,,,0,,,,,228,,,,0,,,,,228,HHV7,combined_herpes_viruses
SRR22753468,0,,,,0,,0,,,,,,,0,,0,,,,HHV7,HSV2_StrainG
SRR22753468,0,,0,,0,,,,,,,0,,0,,,,,,HHV7,HCMV
SRR22753468,0,6,,,,300,,,,,6,,,,300,,,,,HSV1_KOS,EBV
SRR22753468,0,,,1,,300,,,,,,,1,,300,,,,,HSV1_KOS,HHV6B
SRR22753468,0,,,,,300,,1,,,,,,,300,,1,,,HSV1_KOS,KSHV
SRR22753468,171,,,,,300,,,,228,,,,,129,,,,57,HSV1_KOS,combined_herpes_viruses
SRR22753468,0,,,,,300,0,,,,,,,,300,0,,,,HSV1_KOS,HSV2_StrainG
SRR22753468,0,,0,,,300,,,,,,0,,,300,,,,,HSV1_KOS,HCMV
SRR22753468,0,6,,1,,,,,,,6,,1,,,,,,,EBV,HHV6B
SRR22753468,0,6,,,,,,1,,,6,,,,,,1,,,EBV,KSHV
SRR22753468,6,6,,,,,,,,228,0,,,,,,,,222,EBV,combined_herpes_viruses
SRR22753468,0,6,,,,,0,,,,6,,,,,0,,,,EBV,HSV2_StrainG
SRR22753468,0,6,0,,,,,,,,6,0,,,,,,,,EBV,HCMV
SRR22753468,0,,,1,,,,1,,,,,1,,,,1,,,HHV6B,KSHV
SRR22753468,0,,,1,,,,,,228,,,1,,,,,,228,HHV6B,combined_herpes_viruses
SRR22753468,0,,,1,,,0,,,,,,1,,,0,,,,HHV6B,HSV2_StrainG
SRR22753468,0,,0,1,,,,,,,,0,1,,,,,,,HHV6B,HCMV
SRR22753468,0,,,,,,,1,,228,,,,,,,1,,228,KSHV,combined_herpes_viruses
SRR22753468,0,,,,,,0,1,,,,,,,,0,1,,,KSHV,HSV2_StrainG
SRR22753468,0,,0,,,,,1,,,,0,,,,,1,,,KSHV,HCMV
SRR22753468,0,,,,,,0,,,228,,,,,,0,,,228,combined_herpes_viruses,HSV2_StrainG
SRR22753468,0,,0,,,,,,,228,,0,,,,,,,228,combined_herpes_viruses,HCMV
SRR22753468,0,,0,,,,0,,,,,0,,,,0,,,,HSV2_StrainG,HCMV
SRR22753468,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753468,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753468,300,,,,,300,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753468,6,6,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753468,1,,,1,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753468,1,,,,,,,1,,,,,,,,,0,,,KSHV,KSHV
SRR22753468,228,,,,,,,,,228,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753468,0,,,,,,0,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753468,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753425,0,,,,,10,0,,,,,,,,10,0,,,,HSV1_KOS,HSV2_StrainG
SRR22753425,0,,1,,,10,,,,,,1,,,10,,,,,HSV1_KOS,HCMV
SRR22753425,0,,,,0,10,,,,,,,,0,10,,,,,HSV1_KOS,HHV7
SRR22753425,0,0,,,,10,,,,,0,,,,10,,,,,HSV1_KOS,EBV
SRR22753425,4,,,,,10,,,,7,,,,,6,,,,3,HSV1_KOS,combined_herpes_viruses
SRR22753425,0,,,,,10,,2,,,,,,,10,,2,,,HSV1_KOS,KSHV
SRR22753425,0,,,0,,10,,,,,,,0,,10,,,,,HSV1_KOS,HHV6B
SRR22753425,0,,,,,10,,,0,,,,,,10,,,0,,HSV1_KOS,VZV_Ellen
SRR22753425,0,,1,,,,0,,,,,1,,,,0,,,,HSV2_StrainG,HCMV
SRR22753425,0,,,,0,,0,,,,,,,0,,0,,,,HSV2_StrainG,HHV7
SRR22753425,0,0,,,,,0,,,,0,,,,,0,,,,HSV2_StrainG,EBV
SRR22753425,0,,,,,,0,,,7,,,,,,0,,,7,HSV2_StrainG,combined_herpes_viruses
SRR22753425,0,,,,,,0,2,,,,,,,,0,2,,,HSV2_StrainG,KSHV
SRR22753425,0,,,0,,,0,,,,,,0,,,0,,,,HSV2_StrainG,HHV6B
SRR22753425,0,,,,,,0,,0,,,,,,,0,,0,,HSV2_StrainG,VZV_Ellen
SRR22753425,0,,1,,0,,,,,,,1,,0,,,,,,HCMV,HHV7
SRR22753425,0,0,1,,,,,,,,0,1,,,,,,,,HCMV,EBV
SRR22753425,0,,1,,,,,,,7,,1,,,,,,,7,HCMV,combined_herpes_viruses
SRR22753425,0,,1,,,,,2,,,,1,,,,,2,,,HCMV,KSHV
SRR22753425,0,,1,0,,,,,,,,1,0,,,,,,,HCMV,HHV6B
SRR22753425,0,,1,,,,,,0,,,1,,,,,,0,,HCMV,VZV_Ellen
SRR22753425,0,0,,,0,,,,,,0,,,0,,,,,,HHV7,EBV
SRR22753425,0,,,,0,,,,,7,,,,0,,,,,7,HHV7,combined_herpes_viruses
SRR22753425,0,,,,0,,,2,,,,,,0,,,2,,,HHV7,KSHV
SRR22753425,0,,,0,0,,,,,,,,0,0,,,,,,HHV7,HHV6B
SRR22753425,0,,,,0,,,,0,,,,,0,,,,0,,HHV7,VZV_Ellen
SRR22753425,0,0,,,,,,,,7,0,,,,,,,,7,EBV,combined_herpes_viruses
SRR22753425,0,0,,,,,,2,,,0,,,,,,2,,,EBV,KSHV
SRR22753425,0,0,,0,,,,,,,0,,0,,,,,,,EBV,HHV6B
SRR22753425,0,0,,,,,,,0,,0,,,,,,,0,,EBV,VZV_Ellen
SRR22753425,1,,,,,,,2,,7,,,,,,,1,,6,combined_herpes_viruses,KSHV
SRR22753425,0,,,0,,,,,,7,,,0,,,,,,7,combined_herpes_viruses,HHV6B
SRR22753425,0,,,,,,,,0,7,,,,,,,,0,7,combined_herpes_viruses,VZV_Ellen
SRR22753425,0,,,0,,,,2,,,,,0,,,,2,,,KSHV,HHV6B
SRR22753425,0,,,,,,,2,0,,,,,,,,2,0,,KSHV,VZV_Ellen
SRR22753425,0,,,0,,,,,0,,,,0,,,,,0,,HHV6B,VZV_Ellen
SRR22753425,10,,,,,10,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753425,0,,,,,,0,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753425,1,,1,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753425,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753425,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753425,7,,,,,,,,,7,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753425,2,,,,,,,2,,,,,,,,,0,,,KSHV,KSHV
SRR22753425,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753425,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753463,33,,,,,62,,,,49,,,,,29,,,,16,HSV1_KOS,combined_herpes_viruses
SRR22753463,0,5,,,,62,,,,,5,,,,62,,,,,HSV1_KOS,EBV
SRR22753463,0,,,,,62,,,1,,,,,,62,,,1,,HSV1_KOS,VZV_Ellen
SRR22753463,0,,,1,,62,,,,,,,1,,62,,,,,HSV1_KOS,HHV6B
SRR22753463,0,,3,,,62,,,,,,3,,,62,,,,,HSV1_KOS,HCMV
SRR22753463,0,,,,,62,1,,,,,,,,62,1,,,,HSV1_KOS,HSV2_StrainG
SRR22753463,0,,,,0,62,,,,,,,,0,62,,,,,HSV1_KOS,HHV7
SRR22753463,0,,,,,62,,2,,,,,,,62,,2,,,HSV1_KOS,KSHV
SRR22753463,4,5,,,,,,,,49,1,,,,,,,,45,combined_herpes_viruses,EBV
SRR22753463,0,,,,,,,,1,49,,,,,,,,1,49,combined_herpes_viruses,VZV_Ellen
SRR22753463,1,,,1,,,,,,49,,,0,,,,,,48,combined_herpes_viruses,HHV6B
SRR22753463,3,,3,,,,,,,49,,0,,,,,,,46,combined_herpes_viruses,HCMV
SRR22753463,1,,,,,,1,,,49,,,,,,0,,,48,combined_herpes_viruses,HSV2_StrainG
SRR22753463,0,,,,0,,,,,49,,,,0,,,,,49,combined_herpes_viruses,HHV7
SRR22753463,1,,,,,,,2,,49,,,,,,,1,,48,combined_herpes_viruses,KSHV
SRR22753463,0,5,,,,,,,1,,5,,,,,,,1,,EBV,VZV_Ellen
SRR22753463,0,5,,1,,,,,,,5,,1,,,,,,,EBV,HHV6B
SRR22753463,0,5,3,,,,,,,,5,3,,,,,,,,EBV,HCMV
SRR22753463,0,5,,,,,1,,,,5,,,,,1,,,,EBV,HSV2_StrainG
SRR22753463,0,5,,,0,,,,,,5,,,0,,,,,,EBV,HHV7
SRR22753463,0,5,,,,,,2,,,5,,,,,,2,,,EBV,KSHV
SRR22753463,0,,,1,,,,,1,,,,1,,,,,1,,VZV_Ellen,HHV6B
SRR22753463,0,,3,,,,,,1,,,3,,,,,,1,,VZV_Ellen,HCMV
SRR22753463,0,,,,,,1,,1,,,,,,,1,,1,,VZV_Ellen,HSV2_StrainG
SRR22753463,0,,,,0,,,,1,,,,,0,,,,1,,VZV_Ellen,HHV7
SRR22753463,0,,,,,,,2,1,,,,,,,,2,1,,VZV_Ellen,KSHV
SRR22753463,0,,3,1,,,,,,,,3,1,,,,,,,HHV6B,HCMV
