"sample","virus","uniquely_mapped_reads","mismatch_rate_per_base"
"SRR22753567","HHV7","0","-nan%"
"SRR22753567","HSV1_KOS","3","6.07%"
"SRR22753567","HSV2_StrainG","7","9.18%"
"SRR22753567","KSHV","11","9.19%"
"SRR22753567","VZV_Ellen","0","-nan%"
"SRR22753568","combined_herpes_viruses","0","-nan%"
"SRR22753568","EBV","0","-nan%"
"SRR22753568","HCMV","0","-nan%"
"SRR22753568","HHV6B","0","-nan%"
"SRR22753568","HHV7","0","-nan%"
"SRR22753568","HSV1_KOS","4","5.45%"
"SRR22753568","HSV2_StrainG","6","8.43%"
"SRR22753568","KSHV","9","7.98%"
"SRR22753568","VZV_Ellen","0","-nan%"
"SRR22753569","combined_herpes_viruses","0","-nan%"
"SRR22753569","EBV","0","-nan%"
"SRR22753569","HCMV","0","-nan%"
"SRR22753569","HHV6B","0","-nan%"
"SRR22753569","HHV7","0","-nan%"
"SRR22753569","HSV1_KOS","1","5.06%"
"SRR22753569","HSV2_StrainG","1","8.54%"
"SRR22753569","KSHV","6","8.74%"
"SRR22753569","VZV_Ellen","0","-nan%"
"SRR22753570","combined_herpes_viruses","0","-nan%"
"SRR22753570","EBV","0","-nan%"
"SRR22753570","HCMV","0","-nan%"
"SRR22753570","HHV6B","2","9.03%"
"SRR22753570","HHV7","0","-nan%"
"SRR22753570","HSV1_KOS","12","4.90%"
"SRR22753570","HSV2_StrainG","1","8.54%"
"SRR22753570","KSHV","5","7.57%"
"SRR22753570","VZV_Ellen","0","-nan%"
"SRR22753571","combined_herpes_viruses","0","-nan%"
"SRR22753571","EBV","0","-nan%"
"SRR22753571","HCMV","0","-nan%"
"SRR22753571","HHV6B","0","-nan%"
"SRR22753571","HHV7","0","-nan%"
"SRR22753571","HSV1_KOS","23","5.10%"
"SRR22753571","HSV2_StrainG","2","4.32%"
"SRR22753571","KSHV","2","7.69%"
"SRR22753571","VZV_Ellen","0","-nan%"
"SRR22753572","combined_herpes_viruses","0","-nan%"
"SRR22753572","EBV","1","9.86%"
"SRR22753572","HCMV","1","6.90%"
"SRR22753572","HHV6B","0","-nan%"
"SRR22753572","HHV7","1","9.72%"
"SRR22753572","HSV1_KOS","8","3.97%"
"SRR22753572","HSV2_StrainG","0","-nan%"
"SRR22753572","KSHV","2","7.09%"
"SRR22753572","VZV_Ellen","0","-nan%"
"SRR22753573","combined_herpes_viruses","0","-nan%"
"SRR22753573","EBV","1","1.25%"
"SRR22753573","HCMV","0","-nan%"
"SRR22753573","HHV6B","0","-nan%"
"SRR22753573","HHV7","0","-nan%"
"SRR22753573","HSV1_KOS","29","5.40%"
"SRR22753573","HSV2_StrainG","3","9.87%"
"SRR22753573","KSHV","4","6.55%"
"SRR22753573","VZV_Ellen","0","-nan%"
"SRR22753574","combined_herpes_viruses","0","-nan%"
"SRR22753574","EBV","0","-nan%"
"SRR22753574","HCMV","0","-nan%"
"SRR22753574","HHV6B","3","6.85%"
"SRR22753574","HHV7","0","-nan%"
"SRR22753574","HSV1_KOS","9","3.24%"
"SRR22753574","HSV2_StrainG","3","8.19%"
"SRR22753574","KSHV","0","-nan%"
"SRR22753574","VZV_Ellen","0","-nan%"
"SRR22753575","combined_herpes_viruses","0","-nan%"
"SRR22753575","EBV","0","-nan%"
"SRR22753575","HCMV","0","-nan%"
"SRR22753575","HHV6B","0","-nan%"
"SRR22753575","HHV7","0","-nan%"
"SRR22753575","HSV1_KOS","35","4.70%"
"SRR22753575","HSV2_StrainG","1","8.43%"
"SRR22753575","KSHV","1","4.17%"
"SRR22753575","VZV_Ellen","0","-nan%"
"SRR22753576","combined_herpes_viruses","0","-nan%"
"SRR22753576","EBV","0","-nan%"
"SRR22753576","HCMV","0","-nan%"
"SRR22753576","HHV6B","0","-nan%"
"SRR22753576","HHV7","0","-nan%"
"SRR22753576","HSV1_KOS","12","4.19%"
"SRR22753576","HSV2_StrainG","2","6.37%"
"SRR22753576","KSHV","2","9.46%"
"SRR22753576","VZV_Ellen","0","-nan%"
"SRR22753577","combined_herpes_viruses","0","-nan%"
"SRR22753577","EBV","0","-nan%"
"SRR22753577","HCMV","1","0.00%"
"SRR22753577","HHV6B","1","10.67%"
"SRR22753577","HHV7","0","-nan%"
"SRR22753577","HSV1_KOS","7","3.17%"
"SRR22753577","HSV2_StrainG","1","3.70%"
"SRR22753577","KSHV","2","0.00%"
"SRR22753577","VZV_Ellen","0","-nan%"
"SRR22753578","combined_herpes_viruses","0","-nan%"
"SRR22753578","EBV","16","7.41%"
"SRR22753578","HCMV","20","1.14%"
"SRR22753578","HHV6B","0","-nan%"
"SRR22753578","HHV7","1","8.45%"
"SRR22753578","HSV1_KOS","64","4.45%"
"SRR22753578","HSV2_StrainG","8","7.83%"
"SRR22753578","KSHV","1","9.21%"
"SRR22753578","VZV_Ellen","0","-nan%"
"SRR22753579","combined_herpes_viruses","0","-nan%"
"SRR22753579","EBV","0","-nan%"
"SRR22753579","HCMV","0","-nan%"
"SRR22753579","HHV6B","0","-nan%"
"SRR22753579","HHV7","0","-nan%"
"SRR22753579","HSV1_KOS","0","-nan%"
"SRR22753579","HSV2_StrainG","0","-nan%"
"SRR22753579","KSHV","0","-nan%"
"SRR22753579","VZV_Ellen","0","-nan%"
"SRR22753580","combined_herpes_viruses","0","-nan%"
"SRR22753580","EBV","0","-nan%"
"SRR22753580","HCMV","0","-nan%"
"SRR22753580","HHV6B","0","-nan%"
"SRR22753580","HHV7","0","-nan%"
"SRR22753580","HSV1_KOS","17","3.37%"
"SRR22753580","HSV2_StrainG","2","7.95%"
"SRR22753580","KSHV","1","8.45%"
"SRR22753580","VZV_Ellen","0","-nan%"
"SRR22753581","combined_herpes_viruses","0","-nan%"
"SRR22753581","EBV","0","-nan%"
"SRR22753581","HCMV","0","-nan%"
"SRR22753581","HHV6B","2","8.50%"
"SRR22753581","HHV7","0","-nan%"
"SRR22753581","HSV1_KOS","10","5.86%"
"SRR22753581","HSV2_StrainG","0","-nan%"
"SRR22753581","KSHV","0","-nan%"
"SRR22753581","VZV_Ellen","0","-nan%"
"SRR22753582","combined_herpes_viruses","0","-nan%"
"SRR22753582","EBV","0","-nan%"
"SRR22753582","HCMV","1","7.41%"
"SRR22753582","HHV6B","1","7.41%"
"SRR22753582","HHV7","1","8.45%"
"SRR22753582","HSV1_KOS","22","4.60%"
"SRR22753582","HSV2_StrainG","1","8.54%"
"SRR22753582","KSHV","0","-nan%"
"SRR22753582","VZV_Ellen","0","-nan%"
"SRR22753583","combined_herpes_viruses","0","-nan%"
"SRR22753583","EBV","0","-nan%"
"SRR22753583","HCMV","1","0.00%"
"SRR22753583","HHV6B","0","-nan%"
"SRR22753583","HHV7","0","-nan%"
"SRR22753583","HSV1_KOS","0","-nan%"
"SRR22753583","HSV2_StrainG","0","-nan%"
"SRR22753583","KSHV","3","7.01%"
"SRR22753583","VZV_Ellen","0","-nan%"
"SRR22753584","combined_herpes_viruses","0","-nan%"
"SRR22753584","EBV","0","-nan%"
"SRR22753584","HCMV","0","-nan%"
"SRR22753584","HHV6B","0","-nan%"
"SRR22753584","HHV7","0","-nan%"
"SRR22753584","HSV1_KOS","18","5.15%"
"SRR22753584","HSV2_StrainG","1","8.45%"
"SRR22753584","KSHV","0","-nan%"
"SRR22753584","VZV_Ellen","0","-nan%"
"SRR22753585","combined_herpes_viruses","0","-nan%"
"SRR22753585","EBV","0","-nan%"
"SRR22753585","HCMV","0","-nan%"
"SRR22753585","HHV6B","0","-nan%"
"SRR22753585","HHV7","0","-nan%"
"SRR22753585","HSV1_KOS","23","4.71%"
"SRR22753585","HSV2_StrainG","1","10.67%"
"SRR22753585","KSHV","1","4.11%"
"SRR22753585","VZV_Ellen","0","-nan%"
"SRR22753586","combined_herpes_viruses","0","-nan%"
"SRR22753586","EBV","0","-nan%"
"SRR22753586","HCMV","0","-nan%"
"SRR22753586","HHV6B","1","5.19%"
"SRR22753586","HHV7","0","-nan%"
"SRR22753586","HSV1_KOS","8","5.51%"
"SRR22753586","HSV2_StrainG","1","8.14%"
"SRR22753586","KSHV","5","6.27%"
"SRR22753586","VZV_Ellen","0","-nan%"
"SRR22753587","combined_herpes_viruses","0","-nan%"
"SRR22753587","EBV","1","7.41%"
"SRR22753587","HCMV","0","-nan%"
"SRR22753587","HHV6B","0","-nan%"
"SRR22753587","HHV7","0","-nan%"
"SRR22753587","HSV1_KOS","6","5.23%"
"SRR22753587","HSV2_StrainG","1","5.88%"
"SRR22753587","KSHV","1","6.94%"
"SRR22753587","VZV_Ellen","0","-nan%"
